timestamp,region,temperature_c,it_load_mw,carbon_intensity_gco2,water_usage_l
2026-01-03 00:00:00,Arizona,22.21,29.0,443.02,8.59
2026-01-03 01:00:00,Arizona,20.29,33.05,446.0,7.33
2026-01-03 02:00:00,Arizona,21.71,30.18,449.52,12.04
2026-01-03 03:00:00,Arizona,22.6,36.96,446.13,9.34
2026-01-03 04:00:00,Arizona,23.58,39.15,442.22,6.31
2026-01-03 05:00:00,Arizona,24.54,45.66,439.23,3.92
2026-01-03 06:00:00,Arizona,29.02,53.22,426.82,617.74
2026-01-03 07:00:00,Arizona,26.34,53.67,424.58,205.75
2026-01-03 08:00:00,Arizona,30.14,63.53,407.34,776.02
2026-01-03 09:00:00,Arizona,33.15,62.46,383.86,1240.6
2026-01-03 10:00:00,Arizona,35.25,72.73,355.84,1559.45
2026-01-03 11:00:00,Arizona,36.38,67.89,359.81,1721.91
2026-01-03 12:00:00,Arizona,33.37,69.74,335.5,1264.66
2026-01-03 13:00:00,Arizona,38.51,69.73,351.45,2030.02
2026-01-03 14:00:00,Arizona,40.03,69.83,350.21,2257.75
2026-01-03 15:00:00,Arizona,37.97,63.11,367.81,1945.76
2026-01-03 16:00:00,Arizona,37.54,59.04,347.66,1890.11
2026-01-03 17:00:00,Arizona,38.05,53.01,355.46,1984.49
2026-01-03 18:00:00,Arizona,32.81,50.65,367.8,1184.44
2026-01-03 19:00:00,Arizona,33.07,43.83,389.45,1211.57
2026-01-03 20:00:00,Arizona,28.5,36.71,400.3,532.84
2026-01-03 21:00:00,Arizona,31.13,35.26,415.15,940.73
2026-01-03 22:00:00,Arizona,27.7,30.83,431.39,406.51
2026-01-03 23:00:00,Arizona,22.75,27.66,433.03,5.57
2026-01-04 00:00:00,Arizona,21.6,26.88,433.11,10.97
2026-01-04 01:00:00,Arizona,21.25,33.12,431.35,3.09
2026-01-04 02:00:00,Arizona,20.8,29.4,447.07,0.26
2026-01-04 03:00:00,Arizona,24.66,36.57,466.55,10.19
2026-01-04 04:00:00,Arizona,25.45,38.2,440.97,76.0
2026-01-04 05:00:00,Arizona,21.54,48.94,442.56,12.36
2026-01-04 06:00:00,Arizona,26.88,49.35,423.67,290.44
2026-01-04 07:00:00,Arizona,26.8,56.12,398.1,275.02
2026-01-04 08:00:00,Arizona,30.79,59.32,387.68,879.79
2026-01-04 09:00:00,Arizona,33.12,61.99,382.9,1232.17
2026-01-04 10:00:00,Arizona,35.4,66.17,378.06,1577.07
2026-01-04 11:00:00,Arizona,32.39,69.2,368.6,1117.26
2026-01-04 12:00:00,Arizona,36.42,71.98,350.67,1715.52
2026-01-04 13:00:00,Arizona,34.89,69.71,350.01,1491.49
2026-01-04 14:00:00,Arizona,37.19,64.56,357.14,1828.68
2026-01-04 15:00:00,Arizona,36.56,64.66,345.79,1756.45
2026-01-04 16:00:00,Arizona,36.43,59.77,353.97,1718.56
2026-01-04 17:00:00,Arizona,36.37,59.5,372.15,1709.79
2026-01-04 18:00:00,Arizona,33.08,51.72,362.9,1237.35
2026-01-04 19:00:00,Arizona,30.82,41.71,368.72,890.41
2026-01-04 20:00:00,Arizona,34.48,40.78,398.58,1454.69
2026-01-04 21:00:00,Arizona,27.09,37.11,411.38,319.55
2026-01-04 22:00:00,Arizona,24.01,34.04,425.77,14.57
2026-01-04 23:00:00,Arizona,18.71,28.73,449.26,20.15
2026-01-05 00:00:00,Arizona,19.56,30.08,452.28,2.14
2026-01-05 01:00:00,Arizona,23.85,30.94,432.59,6.85
2026-01-05 02:00:00,Arizona,22.23,31.33,434.84,3.24
2026-01-05 03:00:00,Arizona,25.03,33.23,448.16,13.21
2026-01-05 04:00:00,Arizona,26.93,38.81,437.84,295.73
2026-01-05 05:00:00,Arizona,25.67,44.86,423.63,114.81
2026-01-05 06:00:00,Arizona,25.57,49.38,432.35,88.4
2026-01-05 07:00:00,Arizona,26.59,55.8,429.03,247.43
2026-01-05 08:00:00,Arizona,30.27,57.46,390.61,794.65
2026-01-05 09:00:00,Arizona,34.09,62.17,393.95,1364.44
2026-01-05 10:00:00,Arizona,34.87,67.76,356.49,1484.95
2026-01-05 11:00:00,Arizona,32.14,66.41,361.54,1071.9
2026-01-05 12:00:00,Arizona,39.43,73.2,364.32,2176.38
2026-01-05 13:00:00,Arizona,36.99,65.07,341.34,1811.15
2026-01-05 14:00:00,Arizona,39.09,64.2,350.81,2127.15
2026-01-05 15:00:00,Arizona,35.56,63.05,347.62,1586.84
2026-01-05 16:00:00,Arizona,38.64,57.07,341.47,2052.72
2026-01-05 17:00:00,Arizona,35.57,54.59,369.42,1599.53
2026-01-05 18:00:00,Arizona,35.46,52.27,380.95,1584.7
2026-01-05 19:00:00,Arizona,31.89,47.34,401.0,1040.18
2026-01-05 20:00:00,Arizona,29.42,39.75,411.68,668.42
2026-01-05 21:00:00,Arizona,26.81,33.79,410.13,276.08
2026-01-05 22:00:00,Arizona,28.2,33.8,432.87,482.55
2026-01-05 23:00:00,Arizona,25.82,32.38,428.76,128.63
2026-01-06 00:00:00,Arizona,23.28,28.49,430.26,0.51
2026-01-06 01:00:00,Arizona,23.29,29.8,449.38,2.95
2026-01-06 02:00:00,Arizona,20.51,33.13,439.88,6.21
2026-01-06 03:00:00,Arizona,25.94,38.88,443.41,143.99
2026-01-06 04:00:00,Arizona,23.95,35.21,447.14,2.22
2026-01-06 05:00:00,Arizona,23.48,46.9,437.9,0.76
2026-01-06 06:00:00,Arizona,29.79,51.3,411.09,730.32
2026-01-06 07:00:00,Arizona,25.93,56.39,427.12,148.74
2026-01-06 08:00:00,Arizona,32.88,63.16,406.38,1184.26
2026-01-06 09:00:00,Arizona,33.17,62.52,376.35,1244.56
2026-01-06 10:00:00,Arizona,37.36,67.31,388.33,1871.63
2026-01-06 11:00:00,Arizona,37.81,71.63,367.46,1935.29
2026-01-06 12:00:00,Arizona,34.89,69.21,345.81,1490.27
2026-01-06 13:00:00,Arizona,36.98,67.49,360.43,1799.74
2026-01-06 14:00:00,Arizona,38.05,68.35,355.46,1970.41
2026-01-06 15:00:00,Arizona,36.29,61.95,362.28,1698.01
2026-01-06 16:00:00,Arizona,38.4,60.33,357.23,2017.02
2026-01-06 17:00:00,Arizona,40.02,56.72,354.55,2254.46
2026-01-06 18:00:00,Arizona,35.01,46.76,366.58,1505.1
2026-01-06 19:00:00,Arizona,31.13,47.07,371.65,939.13
2026-01-06 20:00:00,Arizona,29.43,38.63,390.28,673.09
2026-01-06 21:00:00,Arizona,28.13,36.81,416.61,482.55
2026-01-06 22:00:00,Arizona,26.72,32.29,438.6,262.0
2026-01-06 23:00:00,Arizona,25.73,29.23,432.8,119.27
2026-01-07 00:00:00,Arizona,22.12,30.33,457.77,0.16
2026-01-07 01:00:00,Arizona,25.13,33.54,440.51,24.16
2026-01-07 02:00:00,Arizona,24.26,34.68,461.44,10.13
2026-01-07 03:00:00,Arizona,23.56,35.31,440.84,6.23
2026-01-07 04:00:00,Arizona,19.92,41.78,433.65,15.89
2026-01-07 05:00:00,Arizona,25.08,43.97,432.1,38.7
2026-01-07 06:00:00,Arizona,27.23,49.46,429.38,335.03
2026-01-07 07:00:00,Arizona,24.79,54.25,404.85,15.42
2026-01-07 08:00:00,Arizona,33.35,57.8,396.08,1256.02
2026-01-07 09:00:00,Arizona,32.37,62.67,372.01,1106.5
2026-01-07 10:00:00,Arizona,33.95,69.8,375.8,1353.03
2026-01-07 11:00:00,Arizona,34.29,67.44,371.92,1404.09
2026-01-07 12:00:00,Arizona,35.01,68.69,358.84,1504.03
2026-01-07 13:00:00,Arizona,36.51,69.47,352.51,1728.41
2026-01-07 14:00:00,Arizona,40.15,64.8,353.78,2279.74
2026-01-07 15:00:00,Arizona,34.73,63.12,355.52,1460.98
2026-01-07 16:00:00,Arizona,38.93,61.53,345.56,2091.68
2026-01-07 17:00:00,Arizona,39.98,53.72,355.45,2268.56
2026-01-07 18:00:00,Arizona,31.18,47.06,399.39,930.57
2026-01-07 19:00:00,Arizona,30.78,43.88,368.64,888.25
2026-01-07 20:00:00,Arizona,26.72,40.45,392.01,260.7
2026-01-07 21:00:00,Arizona,27.13,35.72,422.9,320.33
2026-01-07 22:00:00,Arizona,26.9,30.95,429.62,287.75
2026-01-07 23:00:00,Arizona,25.74,32.19,447.23,111.54
2026-01-08 00:00:00,Arizona,23.69,32.62,450.33,3.47
2026-01-08 01:00:00,Arizona,21.19,30.15,459.24,5.77
2026-01-08 02:00:00,Arizona,19.11,35.23,447.53,2.89
2026-01-08 03:00:00,Arizona,18.74,36.09,450.24,10.44
2026-01-08 04:00:00,Arizona,22.31,40.77,445.92,12.4
2026-01-08 05:00:00,Arizona,25.51,45.5,444.42,79.99
2026-01-08 06:00:00,Arizona,25.14,47.04,417.37,32.3
2026-01-08 07:00:00,Arizona,24.36,53.8,427.0,27.26
2026-01-08 08:00:00,Arizona,28.41,61.86,386.73,514.24
2026-01-08 09:00:00,Arizona,32.5,58.69,374.03,1140.01
2026-01-08 10:00:00,Arizona,33.19,69.49,353.05,1240.38
2026-01-08 11:00:00,Arizona,35.51,68.6,367.17,1582.44
2026-01-08 12:00:00,Arizona,33.27,67.69,362.43,1246.74
2026-01-08 13:00:00,Arizona,32.62,69.96,352.01,1144.86
2026-01-08 14:00:00,Arizona,36.45,65.94,367.0,1718.53
2026-01-08 15:00:00,Arizona,37.96,62.51,336.0,1945.58
2026-01-08 16:00:00,Arizona,37.38,58.21,345.44,1878.99
2026-01-08 17:00:00,Arizona,37.92,56.38,363.61,1949.88
2026-01-08 18:00:00,Arizona,29.87,49.11,368.79,733.76
2026-01-08 19:00:00,Arizona,33.63,42.19,373.16,1313.27
2026-01-08 20:00:00,Arizona,30.11,38.22,390.51,771.0
2026-01-08 21:00:00,Arizona,25.69,36.22,430.59,112.09
2026-01-08 22:00:00,Arizona,24.35,35.23,428.07,3.25
2026-01-08 23:00:00,Arizona,21.74,29.88,453.09,3.98
2026-01-09 00:00:00,Arizona,20.17,29.82,437.21,3.23
2026-01-09 01:00:00,Arizona,23.5,30.85,456.25,10.32
2026-01-09 02:00:00,Arizona,24.54,35.97,453.19,17.59
2026-01-09 03:00:00,Arizona,24.38,37.63,445.99,0.62
2026-01-09 04:00:00,Arizona,21.62,40.59,459.7,3.37
2026-01-09 05:00:00,Arizona,25.54,44.36,441.46,95.69
2026-01-09 06:00:00,Arizona,26.25,51.32,422.99,196.26
2026-01-09 07:00:00,Arizona,24.3,53.44,406.46,7.92
2026-01-09 08:00:00,Arizona,33.74,62.63,402.01,1312.71
2026-01-09 09:00:00,Arizona,32.54,64.0,377.98,1132.83
2026-01-09 10:00:00,Arizona,32.68,66.48,375.76,1163.35
2026-01-09 11:00:00,Arizona,33.58,67.73,376.13,1288.3
2026-01-09 12:00:00,Arizona,34.64,70.95,357.33,1454.75
2026-01-09 13:00:00,Arizona,35.16,67.52,338.29,1526.52
2026-01-09 14:00:00,Arizona,36.36,70.13,357.89,1720.55
2026-01-09 15:00:00,Arizona,36.86,68.94,347.66,1781.73
2026-01-09 16:00:00,Arizona,36.3,62.0,356.03,1697.43
2026-01-09 17:00:00,Arizona,35.95,51.63,349.94,1645.79
2026-01-09 18:00:00,Arizona,34.48,49.87,371.97,1430.25
2026-01-09 19:00:00,Arizona,27.74,44.71,375.07,419.85
2026-01-09 20:00:00,Arizona,30.24,42.37,404.09,788.34
2026-01-09 21:00:00,Arizona,24.47,34.21,417.56,9.32
2026-01-09 22:00:00,Arizona,27.37,35.26,416.95,364.39
2026-01-09 23:00:00,Arizona,24.62,29.07,430.29,3.71
2026-01-10 00:00:00,Arizona,21.81,32.35,444.79,6.56
2026-01-10 01:00:00,Arizona,23.51,29.13,463.76,1.77
2026-01-10 02:00:00,Arizona,23.06,28.8,449.86,7.04
2026-01-10 03:00:00,Arizona,23.73,33.63,451.35,3.8
2026-01-10 04:00:00,Arizona,22.58,38.98,416.16,13.55
2026-01-10 05:00:00,Arizona,28.91,44.56,447.56,590.2
2026-01-10 06:00:00,Arizona,21.24,53.01,418.84,9.74
2026-01-10 07:00:00,Arizona,26.87,53.23,405.2,286.94
2026-01-10 08:00:00,Arizona,26.96,60.82,396.15,303.02
2026-01-10 09:00:00,Arizona,31.12,66.19,379.29,923.26
2026-01-10 10:00:00,Arizona,35.63,66.19,388.73,1601.02
2026-01-10 11:00:00,Arizona,33.81,69.7,351.95,1322.77
2026-01-10 12:00:00,Arizona,36.6,71.27,351.3,1744.99
2026-01-10 13:00:00,Arizona,36.36,68.9,351.42,1732.12
2026-01-10 14:00:00,Arizona,37.15,67.22,352.43,1848.15
2026-01-10 15:00:00,Arizona,36.21,64.87,334.02,1686.7
2026-01-10 16:00:00,Arizona,39.97,59.95,366.64,2255.12
2026-01-10 17:00:00,Arizona,36.06,57.95,363.31,1664.19
2026-01-10 18:00:00,Arizona,32.45,50.99,376.59,1118.65
2026-01-10 19:00:00,Arizona,29.77,48.94,393.92,723.16
2026-01-10 20:00:00,Arizona,29.43,43.53,395.86,665.8
2026-01-10 21:00:00,Arizona,26.81,35.47,417.78,278.45
2026-01-10 22:00:00,Arizona,26.91,32.17,413.06,301.6
2026-01-10 23:00:00,Arizona,23.92,28.6,428.35,10.1
2026-01-11 00:00:00,Arizona,21.58,30.25,440.86,7.45
2026-01-11 01:00:00,Arizona,20.37,32.08,444.51,0.86
2026-01-11 02:00:00,Arizona,23.98,32.14,442.54,6.01
2026-01-11 03:00:00,Arizona,22.84,33.92,445.36,9.6
2026-01-11 04:00:00,Arizona,24.43,39.62,440.48,4.57
2026-01-11 05:00:00,Arizona,21.21,44.28,443.2,8.15
2026-01-11 06:00:00,Arizona,26.76,49.12,415.34,264.16
2026-01-11 07:00:00,Arizona,27.92,54.98,408.11,441.42
2026-01-11 08:00:00,Arizona,27.15,63.02,407.48,337.94
2026-01-11 09:00:00,Arizona,33.08,64.35,393.11,1230.8
2026-01-11 10:00:00,Arizona,38.22,67.97,369.64,1985.74
2026-01-11 11:00:00,Arizona,34.61,66.4,370.15,1453.86
2026-01-11 12:00:00,Arizona,38.4,66.78,348.45,2014.08
2026-01-11 13:00:00,Arizona,33.49,71.07,331.34,1286.0
2026-01-11 14:00:00,Arizona,38.88,66.92,366.85,2092.74
2026-01-11 15:00:00,Arizona,39.99,65.17,359.88,2256.69
2026-01-11 16:00:00,Arizona,35.69,59.36,346.24,1609.25
2026-01-11 17:00:00,Arizona,38.06,54.99,382.59,1970.81
2026-01-11 18:00:00,Arizona,33.51,51.07,374.55,1281.19
2026-01-11 19:00:00,Arizona,36.59,44.26,395.93,1751.95
2026-01-11 20:00:00,Arizona,29.79,35.47,391.25,726.26
2026-01-11 21:00:00,Arizona,26.66,39.31,408.54,249.58
2026-01-11 22:00:00,Arizona,26.8,32.5,417.37,274.52
2026-01-11 23:00:00,Arizona,24.21,29.01,430.28,11.74
2026-01-12 00:00:00,Arizona,23.67,28.55,440.44,6.95
2026-01-12 01:00:00,Arizona,23.98,30.53,437.74,8.35
2026-01-12 02:00:00,Arizona,21.39,35.97,442.43,16.77
2026-01-12 03:00:00,Arizona,23.4,37.66,450.56,1.05
2026-01-12 04:00:00,Arizona,22.55,38.74,470.02,12.14
2026-01-12 05:00:00,Arizona,25.84,43.03,426.23,127.68
2026-01-12 06:00:00,Arizona,27.06,50.69,429.77,326.89
2026-01-12 07:00:00,Arizona,30.31,50.83,400.64,799.7
2026-01-12 08:00:00,Arizona,29.21,62.28,415.49,640.67
2026-01-12 09:00:00,Arizona,35.51,62.95,385.93,1593.32
2026-01-12 10:00:00,Arizona,37.36,67.78,373.74,1867.23
2026-01-12 11:00:00,Arizona,38.7,69.92,358.18,2059.25
2026-01-12 12:00:00,Arizona,34.0,71.62,363.43,1363.12
2026-01-12 13:00:00,Arizona,35.84,69.33,357.54,1630.7
2026-01-12 14:00:00,Arizona,39.36,66.94,351.73,2169.26
2026-01-12 15:00:00,Arizona,37.51,62.71,330.27,1878.95
2026-01-12 16:00:00,Arizona,38.98,55.37,357.96,2101.98
2026-01-12 17:00:00,Arizona,34.74,56.45,357.1,1468.16
2026-01-12 18:00:00,Arizona,36.45,49.86,374.89,1732.63
2026-01-12 19:00:00,Arizona,33.84,46.6,385.81,1332.23
2026-01-12 20:00:00,Arizona,28.57,37.77,386.48,537.81
2026-01-12 21:00:00,Arizona,25.47,33.3,410.91,74.6
2026-01-12 22:00:00,Arizona,25.25,31.49,405.82,44.07
2026-01-12 23:00:00,Arizona,21.96,31.53,442.98,1.17
2026-01-13 00:00:00,Arizona,20.84,29.31,454.06,4.19
2026-01-13 01:00:00,Arizona,17.91,27.77,456.24,18.61
2026-01-13 02:00:00,Arizona,22.46,35.21,449.9,11.12
2026-01-13 03:00:00,Arizona,22.83,36.85,429.67,4.97
2026-01-13 04:00:00,Arizona,21.66,41.73,443.09,3.79
2026-01-13 05:00:00,Arizona,26.88,43.74,447.0,289.83
2026-01-13 06:00:00,Arizona,23.66,53.02,413.1,23.94
2026-01-13 07:00:00,Arizona,28.66,52.28,408.04,559.74
2026-01-13 08:00:00,Arizona,31.61,61.58,407.88,1010.46
2026-01-13 09:00:00,Arizona,27.62,65.53,405.56,400.42
2026-01-13 10:00:00,Arizona,35.01,67.03,393.84,1509.47
2026-01-13 11:00:00,Arizona,38.16,67.2,379.5,1977.97
2026-01-13 12:00:00,Arizona,39.82,69.43,363.35,2227.31
2026-01-13 13:00:00,Arizona,37.98,72.83,351.39,1962.71
2026-01-13 14:00:00,Arizona,38.27,65.45,350.48,1994.67
2026-01-13 15:00:00,Arizona,37.38,64.53,352.93,1866.67
2026-01-13 16:00:00,Arizona,36.78,61.71,359.58,1781.0
2026-01-13 17:00:00,Arizona,34.28,54.69,370.37,1398.53
2026-01-13 18:00:00,Arizona,34.64,47.74,368.69,1453.57
2026-01-13 19:00:00,Arizona,33.53,42.5,395.64,1282.79
2026-01-13 20:00:00,Arizona,29.06,40.14,407.63,621.07
2026-01-13 21:00:00,Arizona,29.57,36.63,409.52,687.92
2026-01-13 22:00:00,Arizona,23.49,30.75,423.84,17.53
2026-01-13 23:00:00,Arizona,22.65,28.55,442.07,9.43
2026-01-14 00:00:00,Arizona,19.38,28.0,456.06,1.58
2026-01-14 01:00:00,Arizona,24.36,31.2,425.56,9.6
2026-01-14 02:00:00,Arizona,24.1,33.26,466.83,10.39
2026-01-14 03:00:00,Arizona,21.78,33.74,439.25,1.51
2026-01-14 04:00:00,Arizona,25.2,41.01,439.12,29.94
2026-01-14 05:00:00,Arizona,25.32,44.64,436.7,61.06
2026-01-14 06:00:00,Arizona,27.5,49.26,419.76,387.69
2026-01-14 07:00:00,Arizona,28.5,55.29,407.24,525.47
2026-01-14 08:00:00,Arizona,30.29,60.02,394.48,796.7
2026-01-14 09:00:00,Arizona,31.81,60.82,376.95,1027.38
2026-01-14 10:00:00,Arizona,33.04,67.9,375.72,1223.65
2026-01-14 11:00:00,Arizona,37.05,67.99,376.58,1808.14
2026-01-14 12:00:00,Arizona,40.16,68.83,363.64,2280.64
2026-01-14 13:00:00,Arizona,38.43,68.34,337.16,2026.42
2026-01-14 14:00:00,Arizona,40.07,66.66,354.19,2264.94
2026-01-14 15:00:00,Arizona,38.33,62.37,353.02,2006.88
2026-01-14 16:00:00,Arizona,37.88,58.09,349.69,1942.08
2026-01-14 17:00:00,Arizona,36.99,52.78,358.29,1807.63
2026-01-14 18:00:00,Arizona,33.03,50.16,372.73,1205.81
2026-01-14 19:00:00,Arizona,32.36,45.25,388.39,1117.65
2026-01-14 20:00:00,Arizona,26.61,38.82,392.12,263.01
2026-01-14 21:00:00,Arizona,28.72,36.73,420.61,571.23
2026-01-14 22:00:00,Arizona,26.27,34.49,433.49,194.88
2026-01-14 23:00:00,Arizona,22.95,28.2,427.99,12.97
2026-01-15 00:00:00,Arizona,21.43,31.17,446.42,13.69
2026-01-15 01:00:00,Arizona,21.57,30.53,453.11,2.55
2026-01-15 02:00:00,Arizona,25.2,33.36,444.96,32.05
2026-01-15 03:00:00,Arizona,19.8,37.07,444.6,9.22
2026-01-15 04:00:00,Arizona,21.82,41.01,441.79,5.77
2026-01-15 05:00:00,Arizona,24.99,46.3,421.3,2.5
2026-01-15 06:00:00,Arizona,26.25,47.83,427.89,188.88
2026-01-15 07:00:00,Arizona,27.4,54.47,410.17,371.86
2026-01-15 08:00:00,Arizona,29.75,60.66,394.76,718.9
2026-01-15 09:00:00,Arizona,34.93,65.75,378.47,1494.78
2026-01-15 10:00:00,Arizona,35.65,67.86,371.72,1598.56
2026-01-15 11:00:00,Arizona,35.23,69.92,358.08,1553.62
2026-01-15 12:00:00,Arizona,33.0,66.95,346.01,1200.68
2026-01-15 13:00:00,Arizona,40.15,68.11,354.65,2279.91
2026-01-15 14:00:00,Arizona,37.0,61.93,354.46,1807.51
2026-01-15 15:00:00,Arizona,36.0,64.0,364.43,1660.44
2026-01-15 16:00:00,Arizona,37.86,60.19,361.41,1938.04
2026-01-15 17:00:00,Arizona,33.83,53.54,354.35,1328.4
2026-01-15 18:00:00,Arizona,32.86,49.77,365.44,1192.73
2026-01-15 19:00:00,Arizona,31.64,48.49,386.69,1002.88
2026-01-15 20:00:00,Arizona,33.47,38.01,398.39,1274.0
2026-01-15 21:00:00,Arizona,27.34,32.96,402.63,356.64
2026-01-15 22:00:00,Arizona,26.76,32.08,425.57,274.63
2026-01-15 23:00:00,Arizona,26.83,29.67,448.39,275.0
2026-01-16 00:00:00,Arizona,22.74,31.05,453.99,4.65
2026-01-16 01:00:00,Arizona,18.59,32.72,440.7,19.81
2026-01-16 02:00:00,Arizona,22.7,31.93,446.94,9.05
2026-01-16 03:00:00,Arizona,24.16,35.37,437.92,12.24
2026-01-16 04:00:00,Arizona,22.88,37.51,447.2,7.31
2026-01-16 05:00:00,Arizona,24.88,44.73,424.33,7.04
2026-01-16 06:00:00,Arizona,27.48,46.47,424.22,382.77
2026-01-16 07:00:00,Arizona,28.27,56.27,400.63,494.59
2026-01-16 08:00:00,Arizona,31.86,61.37,396.87,1040.13
2026-01-16 09:00:00,Arizona,31.44,64.48,390.35,972.48
2026-01-16 10:00:00,Arizona,34.05,67.13,371.98,1359.15
2026-01-16 11:00:00,Arizona,36.71,68.35,365.32,1765.6
2026-01-16 12:00:00,Arizona,40.01,69.95,364.6,2255.03
2026-01-16 13:00:00,Arizona,38.22,68.93,357.07,1986.49
2026-01-16 14:00:00,Arizona,39.38,67.65,348.9,2161.99
2026-01-16 15:00:00,Arizona,36.8,62.66,352.32,1780.36
2026-01-16 16:00:00,Arizona,37.18,61.88,361.65,1828.48
2026-01-16 17:00:00,Arizona,36.32,56.14,377.92,1706.14
2026-01-16 18:00:00,Arizona,35.43,45.03,376.98,1579.02
2026-01-16 19:00:00,Arizona,30.04,42.26,386.42,770.27
2026-01-16 20:00:00,Arizona,30.87,40.56,400.56,889.31
2026-01-16 21:00:00,Arizona,27.96,32.42,420.6,454.23
2026-01-16 22:00:00,Arizona,25.24,33.66,440.11,37.7
2026-01-16 23:00:00,Arizona,22.3,31.9,421.37,19.64
2026-01-17 00:00:00,Arizona,27.18,28.47,451.04,329.43
2026-01-17 01:00:00,Arizona,21.75,34.72,446.28,25.58
2026-01-17 02:00:00,Arizona,25.36,36.06,454.22,64.4
2026-01-17 03:00:00,Arizona,24.59,36.65,465.06,9.54
2026-01-17 04:00:00,Arizona,20.32,39.18,464.72,16.2
2026-01-17 05:00:00,Arizona,22.23,48.54,423.13,12.98
2026-01-17 06:00:00,Arizona,29.2,52.28,438.57,631.87
2026-01-17 07:00:00,Arizona,27.4,55.22,433.58,370.42
2026-01-17 08:00:00,Arizona,25.98,57.19,384.01,154.4
2026-01-17 09:00:00,Arizona,34.43,63.67,394.89,1415.76
2026-01-17 10:00:00,Arizona,31.28,65.52,399.68,960.22
2026-01-17 11:00:00,Arizona,39.89,72.42,361.28,2242.45
2026-01-17 12:00:00,Arizona,38.52,69.82,351.8,2029.2
2026-01-17 13:00:00,Arizona,40.27,70.5,343.84,2307.44
2026-01-17 14:00:00,Arizona,38.37,65.34,325.75,2014.5
2026-01-17 15:00:00,Arizona,36.7,66.13,341.83,1756.95
2026-01-17 16:00:00,Arizona,37.03,59.83,364.22,1814.82
2026-01-17 17:00:00,Arizona,37.03,53.48,347.3,1808.87
2026-01-17 18:00:00,Arizona,33.63,48.42,373.47,1305.39
2026-01-17 19:00:00,Arizona,33.18,44.64,396.99,1238.93
